Customers,Cancelled_orders_count
b36c862b336a3ab664d455968efb538a,1
b440e4b2919c01d29cebadaf09ef7272,1
b46143871bd7f63bcbd5acd898b5e1ee,1
b4ee22e08cdaeab0b8e6bf2e67d7c19b,1
b525df1095f360e960ac9f55ac921cd9,1
b695d6a0f8f032b0529c65cf885ca29a,1
b703d83e085a6a8b339dc548f4878ca8,1
b72d743326f19757ead0ea5dc29ffda5,1
b830bedf28690adc283cc2fc24a61768,1
b875c0334fea427bb6fef944485fee67,1
b88054950162861bde66e9a073293bea,1
b8b8726af116a5cfb35b0315ecef9172,1
b8c37ee810b38c416022e1c9f51e740c,1
b8fbe69e20c372fe70e6c61b8729ea61,1
b91c400abb5a94fabc5161b214964eca,1
b9badb100ff8ecc16a403111209e3a06,1
23381fd98cf504b5218cf319d4f5bdb1,1
233896de79986082f1f479f1f85281cb,1
2348acb8486ed639e2a7e9e2aa198d45,1
23643c53099bde88bb77d5a199704035,1
237a8d173b892a798ad03ea8acb5cd10,1
23a08414260ab2e277906e5a5851793b,1
23d4170a35eee4611945183a4ae92a50,1
244024d753ef305e66b7ef97f3813ebd,1
246ac3da5737053474706445f32fb433,1
25909109137a0ddcd2aa2e4c8cce912c,1
2592816433dfbb3051af91ba91625de5,1
25c00b3bb56030f1ac1f254da33f3b0c,1
262e1f1e26e92e86375f86840b4ffd63,1
266398d6cda9f76c3d993d63287141f1,1
27781ef154ebe459c3aa7c77b45e2529,1
281096eb031de8c318bba51915fdd16a,1
28b506334071b7dfadd7bd023d9115c4,1
296b245d6ab112891351396869ada4d6,1
2975f73296ceeadcbd508aee89be1822,1
298015aa1d73599b01d9c872b9b6bc1d,1
29dc4aeff866d6a940c471a3ea4faef0,1
29e926c059f7b8bc2ee0b483932e4f4b,1
29f7c5991de58cbc11aaf2f023cf28c6,1
2aeacfcc6007cee63c9c430b67662796,1
2c31263f14d480102a2c628220f16354,1
2c45e448cbfc3b0c4746ff9c8b2ad93f,1
2e7e91892d0d4db10d2c8c6de2b26798,1
2f96790fba243100730c8d1185dd2f25,1
2fbe21ee78c83f908ed47ba9f4a74121,1
300302f9c0a881b9d58d2e786e242fa6,1
304e5d37d53b332f4a8a1b3d599055bc,1
30656f1a6f4ef8d3286f02090232d105,1
3158fc4f60ca92412de397461b64cee3,1
320e13a9e22b4e4cda8c17ed1c140ce0,1
325eef70a26376c2e72c30925a5f8827,1
334099ce6fb2daf71f1077d6442eb9a5,1
33ade37d08660bd52dea92886d836cec,1
34a579bc936fd8a2ccce2afaee938baa,1
35390761485524663d8051cd7410c295,1
35939cf85d11299a5322582f0ec20f7e,1
35f9c06b21bcfc50e0d0ebdfa147a94e,1
36f1caf9bdbb0f6201dfdc27a08c6338,1
373f04d122fdc622aa00598a81e2ac1a,1
375e0bdb5dfb2610e71cf15f8f421ccb,1
37aa2bc3ddcdd0ece7aa1516f526a82a,1
37fa04dee8fc86136fce03f87a6e8879,1
381a91201a6359179846a3e9742fe9be,1
387ad0eaf2f2ce4c34229a5045e1e8ff,1
38c89b5fb20e1cc1fd098e871ac8a8b1,1
391a81a38af3c3132825107d346a35e0,1
00172711b30d52eea8b313a7f2cced02,1
0058f300f57d7b93c477a131a59b36c3,1
009b0127b727ab0ba422f6d9604487c7,1
00f0b70fdcb8a6e1671b52a2472bd41f,1
013f66477aa3210eb05fec3fa184de33,1
01ea7dfdac01a4e8fbe2902b73510b20,1
028ccf85a88eb595cfa50d7a0d417868,1
02a2a0a9627a062602de754d75038ce4,1
035e7cd88b7450fd33efeca817081a53,1
03b2cffef7bf1140a4dc136a673d6b11,1
043aee247e71edff7045664609f4d806,1
046ed33aa8bef51855af6010a11a835c,1
04c55667b44fae5f50ed71d40c633d09,1
04eac1171d6846c64e71bf03b3e4174e,1
05378bc3a8e9dd6da066418c0e156a0c,1
055ec572ac7f3c7bdd04a183830ebe59,1
05a3b50193563913613acada5c86b1d2,1
062fe2e9df8c4c7b058a6d711bae0f3d,1
0659f2d6cabae94afd4d009c6d0e07dc,1
0752bf9fd00b450d026b1e485490b406,1
07536baf8f8a329db4fca31c3f0b05e3,1
0858c8086ef3b4bc86fef82638bcfa52,1
08642cd329066fe11ec63293f714f2f8,1
08f334e84bc7ab7b588cb7fc77dd7f4a,1
09687a7b7431a93b5c53b50ba779bf94,1
09a1610de485b250ee4ccb3142905b4d,1
0a5dadb73145d29f42f703c97c377ae8,1
0ab0b26b040f65ea7d00172abc8898b3,1
0b359b28a045abf2876987ccce010ac5,1
0be6fe889a8bc9c09d29602bf76ea1b8,1
0c759852aff64baff4ae4d943f50af93,1
0cac80dfc61f278d2e0bc6ec9e740e9f,1
0cbfd6fe37a4c1c3248861ece0263dcc,1
0dc0731aafd5659410244092b0dc7d65,1
0ddfa54803cfa2cbdfff70b8620151a4,1
0e627c648d467c22ca73b5e9c4040167,1
0e9bafe047d5c6fe3fd8ef6bcdce9a1a,1
0eb1ee9dba87f5b36b4613a65074337c,1
0eb85c748bb33072cb864a7c8b54aa97,1
0f1443bd810ee6fcfa261d95ff34446f,1
0f2679dc549e2e577f730f60afb614eb,1
0f75924cbbe60142068f4029d744b724,1
0fd296454baa751e3cf77a8fb1745725,1
10246c1deb72f0dac263516219a06bd4,1
108b1a74b02d1e998850c39d7a7e9150,1
11a8cfcffe73f7ed9c4364cdc871b27b,1
11c3d6c93dea6ce86769a4835c171bd9,1
11cb11ff52cc1e191282a0a3c1e03aa3,1
11f2b98ce9ffae7d52c8dc672427f819,1
123ecbb4fb560cff85dd1072dd0a613d,1
1262c5e6cb8a5dc8c45fde0d536da589,1
127dc2b3f386b02b97875626cc80adf4,1
12da9387a0166a8cf3be1948855e7f00,1
1379a3c4d55adc7ea7cc19365c62724c,1
137e913dbccff4c84e57736bad9bff23,1
13d7bd0b05e18b00f415221b3bb69348,1
1450a7cb6ba0bc92100a9a4a8a2f38e7,1
149164aee69ed656dedbbe68623157bc,1
152e41e668bcc58f2d98dcec34cc5e6f,1
15d1c313b6721f3ecc985a3832c6b757,1
15d2493aa522c1040d639aa74bd1fb31,1
15e47dec7a5ce59f8e200a6917679511,1
16e0c92fa133c05b8044b31a29c22e63,1
176c21456fab655afee57b3ea9799f47,1
1871aa277cbcefacecbf979fb6888b7f,1
1963df51f83e0b947ab78557117c25cd,1
19a08365a2cae65ce7b6a58da11bce58,1
1a3de23cf95b33404f03b9f7cc1ac202,1
1a8a707f7d05821b8e8f952a1aa23e5c,1
1aa4ee2488e66eb75eac7abb47e5a2ba,1
1ae74ce9e72b6d6ea7ac1d017ef32847,1
1b147d0d5982b646a839c1952eb1f518,1
1b2ca7e6f04df407b81492b44aef46eb,1
1b57eee21c47dbcd808f23d6f5e50957,1
1c59342e76a300e2b2c41e239f50763a,1
1cf8baaa3547b7f159e6a59b3ef324d6,1
1d33f1c780565a9ad99bf3a56ee0e62d,1
1dafa806240ea5b3e51122493796dd4c,1
1dcc7becfd4d62e031998c70eb24bae0,1
1df8895db94ca03e3d0b66727b33b12a,1
1efbebfd060752700e4f64aa096396b8,1
1f22ecb07d25446bf52c51afa93cfa3b,1
1f2bf1747024339d1244de142d1ed2e8,1
20b3cac71a94917246f3ec368d36776f,1
22af178809fa6887af2cc4f7d7bdc0bc,1
22eb98a12ac2a34e7981df4f66ec2fb3,1
d130666a33d3681209c5c752fe56ee10,1
d1c73ffbc43e326738aec07c5dacb8d9,1
d263d3c7ecc90b81eabcbbef12ca5904,1
d2ca66cf81d78df6cd00d3a76b00fb75,1
d2cbe15b2846fe0c978242abcf9c40e8,1
d35b852498996bd67a141c266e92f35b,1
d3a632335982db082524ce259ab13c13,1
d526c2df957cc6b177070216427c299d,1
d5a09a021051dfe78b3d21653852e43f,1
d6195c3831a4ec5af9eedd91e58b49a6,1
d64a3eac03a503f95c6eb250f12ab58c,1
d6da88f652fc0f69dea0db20393a752d,1
d72d3b392c222cc331014fea0c24c1e3,1
d7b48fa632113889fa15900fcd9d20bd,1
d7dfa463bb9641c9fb02d922f005f424,1
d80428a055be33747921d70b443d2fa5,1
d8748691ef75ce7aec171f86ce13c4c5,1
d87ff1b86dfffa84cd599bb3ba26dc74,1
d8b67ce6d6c062269add92dd22e8cc94,1
d93a22bb52bb2f41a7267b8a02370781,1
d94157636381e2379d527b216f727242,1
d9456ef6d4231fb2637e490212b3e32f,1
d971d35a1a557c99d244f04f838f1c54,1
da4f38e2697f8013c97ed2d8af65e0b9,1
daba2e7a00c149161c68cbb18db656a9,1
db8dfeaef03e6bb2e727fe5fe4f1ffa5,1
dcd091605a479918374eb48b07493d4e,1
de781ac3b06f0d8a41213a917111e95e,1
ded0f90b96bc30dfa105a41bbe658cdf,1
e28d3bf5a02fc92d400c59b18bb4cef3,1
e374cc2cc1cb40c3dd3bc070a13665f0,1
e3fe811011101628e80a7953f1244c8d,1
e4797a87a96bbc24c0680dcd456b5f81,1
e4bc521307b39cf70dd8f0347e342f87,1
e4e117613ae7c3bf57fec230026bf518,1
e50ea15dcac31a9d71774941d06ca5da,1
e60a2f22d58d6608ae46df3a7c65ce5b,1
e61f0f032bc92cadf0ec55f9c1c8b5ec,1
e6615c36920f67f15822a79168d7d32d,1
e72c31d513b0da68b1ea23dd4375257b,1
e75fd09539dff5c7c80a12781404ffea,1
e766d6037aba1856e72cff53bc3f1115,1
e7bb82dae3998954497289418e677dc2,1
e83af10a84be1e3a0d6187207de86a76,1
e892e5924e6ce2d1b684a926b4f7e258,1
e8ddc823809246fabd9c235ef7714630,1
e90598185d2427a35e32ef241a5c04aa,1
e98bdc1c38e484a648ab98880a509aa6,1
e9fcfa1ff75dd047ce6a054c2fa22caa,1
ea055175806fa3e57abaf486ef8b3ccd,1
ea2bb0faf4154955780c8ec660b7315b,1
ea5e4a62ae965de93c6a314491b462f8,1
ea8a37a119980ee4681e28145b39bb3b,1
eabc11b13c417e562cc6373e49436272,1
eb240714223915add224beff2d844e53,1
eb90118235e04d92da467525ac93e807,1
ec979208947bbba310f2ad8e50963725,1
eccc96172ce0081936206d5b5bdde155,1
ecdfffcd4e62fdf81f20794f19b97cdb,1
eda1dce5c553ce29ab7bcd3247392e87,1
eea6e74f086071ad4d5578a5e34c77b5,1
eea78edb87f2b1d88a973f29c5f49426,1
eebf1208a40cdce2b3bcf5da4deda37d,1
eec95eabca2b8d033e1d36ad86ad688a,1
babf1b88651ebe1494f8fecd2ab1401c,1
baebfe959a654aa97bd3e0b179a31c3c,1
bb3f306244311e629c7bd51a257d7669,1
bb89b8175e4a67cd65ae68b14f33f5f3,1
bbbbd222deaa7124dfb1b5314ca975a3,1
bc879f0a162b1f2f482bbf1e7edcabae,1
bd2c23121fe6f1c285418e8755cb0296,1
beaac6850b22bcbab22a72f9d8e31456,1
beb5288c896678914470c6a650c78302,1
bf77f7e1f3be1c38f6686194ad96365a,1
c02762c9e1076e6d025b47c712cece2f,1
c08d50ebad8af78e09c3bbd5d413d445,1
c1242a4d8e2d5dde133a8c46d5b22975,1
c1653f4d5fcfb808bee93bb3e1aa4744,1
c1ee153508c6b785b491443a95ff364e,1
c20faf88190ac7185d11a3f454df0b62,1
c219f4ac1bc7f1aea33e6ab8885831e8,1
c2381f1b95054dc25eb7e2da7c50fa52,1
c2691d1ebe8adfc8634704feebd9ba5e,1
c2a5eec54c809c66e868cd63099ce3d5,1
c31f4549e788bd1e0afbd0cc8d64c671,1
c429aa916ecc09127c1600d98da144a0,1
c47ec91fad63554dd8fe3e33188faf7d,1
c48322635a138a5714e55d9113d0e266,1
c4885a20001538b8c0b0a0fab5ba03f3,1
c4cfcd036711f6a5743b36d378124f5d,1
c4ebedb09beb89cc0314c5c0c33f8053,1
c5877771ec620bea58cd167a3ddc1adc,1
c58977871f50396961d4215dde0bd4d7,1
c625bccb0f1705abe12c83449b934bad,1
c69639ce8dcb5bdba265004531a3747a,1
c6be127fa6e30c6f705a205236a1f310,1
c72150ad4d936bb3a71f3340ef88a2c1,1
c7487ffbfa6bcd0d672d080467914d6a,1
c77179ecbc53339bb8c1448f566c6bbb,1
c7c439a7b0dae4d7385c6d7037e7b714,1
c80489e73175d4958c4677b5653d5238,1
c8592d5ae5bde92205a4eedb41d9455e,1
c88aeffbd384721bae450d32fa80c5f8,1
c8d59d5edb075226a3266b61fdab3925,1
c96a56896b543daee325030b2752eafc,1
c9d0b6cc7d9fccb750ba1cc6c4b76ecb,1
ca2b1ce533e64c360a093814c9726b35,1
ca9047711198032d7f41114bd56bf7ae,1
cb3e281051f38969721e8c07190d0c40,1
cb47d51801e7379766c5cd8ff623f37f,1
cc14ea7099959d91a17c9d7c3a46721d,1
cc22bf98f7334481f650e169e5950fdd,1
cc744cdbcc1c3e74f8995202a910cbd9,1
cce3432f546c60893bd2ad7a2001148a,1
cd71c345cffd7d0edcfa17034446350b,1
cd871ea652df270e190ae786e1c69592,1
cda31ad527f32bfe5d75029c8aa9c0bd,1
cdbbafa842e30d5e79dcef5bdc118831,1
ce3476f1d88f3e8985329f6115981c1d,1
cef3f66c58b52005df2fbba65ba9abdf,1
cf3609bfe6a3755c07c5a3688c55d18e,1
cff0857d677e9f5ce1bb5565401666ba,1
ef3dc353e727cc100dff76fdf0ab8a19,1
ef48aa70a51a4cf73b4dfc07ea69c77c,1
f04fb267036654af73a83e7c4d3414ce,1
f0b0eb2ecdbf5fb6b80ff673ebc5062f,1
f0b9f688a3b9151bc6b38f4b5b36ea44,1
f0d35e234997ee63e62d77f2c863fd3c,1
f1479c7c44f47c368c1a75e0f33d27f1,1
f26af5689353e4f341a4611f24e90aa5,1
f2a29b4d4c04184a9372bb7374d344ac,1
f2d12fb9cdae4493f4349e9d65a66bba,1
f39417775394ddaa9a81151e6afd4c5e,1
f50ca6544a0ed8a52cc964e15cbe9cf9,1
f53d78cb2bef71faba48e1e1b0316871,1
f58a61a7a24c4bddf8fa238ad645e3cd,1
f72d1ee92d55688d07ca88506300715e,1
f755e02e22f99b9e1658cbd2186a212d,1
f7e41e48e45dfb7643f171b5993cf54c,1
f95ccde28c7613a61e9e40681cac6104,1
f96e912268b0e5fc5f81bf5670bbb766,1
f9802d95fb5d7d95151b9d082b88ee9a,1
f9af3bfab584769f34c314b222d34263,1
f9e55e46bcdc6525fc9d01eb438f3371,1
f9fafec759ae13336c5d3c942aa86a39,1
fa1c245f817411cddf1a9d2c44a41b9a,1
fa230c2d335d24b666868f28388e3845,1
fa57a93088b5154400f24bee58fdf772,1
fae0c69e847078e8d0eb3fd6d2c7e781,1
fb0ee3da1096d44aeb3bda500a7d33d0,1
fbd9bc53c3eba9807d3e246b2104b2e9,1
fcd318dd219cded4518d90c72b04281a,1
fce3cbf990e49bda6b74fa9c68640b06,1
fd8ae395b4b313a4af523a90a92d6c10,1
fe19cddc4dc6f64d8d1733e854bbd9cb,1
fe362d146a84f9000664211ac929b9d5,1
fec36733d170d71e390acde47d74c6d6,1
